state,fips,state_abb,year,secondary,adj_primary,adj_secondary_primary,primary,violentcrimerate_ce,propcrimerate_ce,pctblack,pcthisp,medinc,age,dieseltax,gastax,state_abbrev,fatal,fatal_occupant,fatal_non_occupant,vmt_rural,vmt_urban,vmt_total,rate_occupant,rate_non_occupant,speed65,speed70,mlda21,bac8,rearsecondary,mv_registrations,rural_miles,urban_miles,rate,secondary_primary,unemprate,automobiles,buses,trucks,total,motorcycle,urban_den,rural_den,ln_pctblack,ln_pcthisp,ln_medinc,ln_age,ln_gastax,ln_violentcrimerate,ln_propcrimerate,ln_unemprate,ln_ruralvmt,ln_urbanvmt,ln_ruralden,ln_urbanden,adj_occrate,adj_nonoccrate,ln_adjocrat,ln_adjnonocrat
minnesota,27,MN,1995,1,0,0,0,1.8380001,41.411999,2.9630613,1.7749529,24320,35.041595,20,20,MN,597,543,54,21016,23056,44072,12.320748,1.2252678,1,0,1,0,0,3881829,115225,15166,,0,3.666666666666667,2398697,15652,1467480,3881829,117891,158.1628,20.817505,1.086223,.57377386,10.099054,3.5565357,2.9957323,.60867804,3.7235706,1.299283,9.9530392,10.045681,3.0357943,5.0636249,.012320749,.0012252678,-4.3964705,-6.704596
mississippi,28,MS,1995,1,0,0,0,1.829,40.117001,36.448376,.72759753,17488,34.280914,18.4,18.4,MS,868,805,63,19993,9566,29559,27.233667,2.1313305,1,0,1,0,0,2143553,65183,7919,,0,6.199999999999999,1246128,9684,887741,2143553,29636,157.35927,19.117376,3.595897,-.31800723,9.7692699,3.5345888,2.9123507,.60376936,3.6918001,1.8245493,9.9031372,9.1659708,2.9505978,5.0585318,.027233668,.0021313305,-3.6033013,-6.1510086
missouri,29,MO,1995,1,0,0,0,2.4489999,44.568001,11.212148,1.4529642,22236,35.986305,15,15,MO,1109,1004,105,26504,32843,59347,16.917452,1.7692554,1,0,1,0,0,4255023,106306,16310,,0,4.825,2562604,12256,1680163,4255023,54939,157.11858,24.105921,2.4169979,.37360573,10.009468,3.5831385,2.7080503,.89567971,3.7970161,1.5738107,10.185051,10.399494,3.1824574,5.0570006,.016917452,.0017692554,-4.0794096,-6.3371964
montana,30,MT,1995,1,0,0,0,.597,46.259998,.31589648,1.6443957,18728,35.812054,27.75,27,MT,215,204,11,7175,2265,9440,21.61017,1.1652542,1,0,1,0,0,968468,67138,2399,,0,5.708333333333332,441311,2994,524163,968468,20930,183.95624,6.5731926,-1.1523407,.49737296,9.8377752,3.5782845,3.2958369,-.51583815,3.8342776,1.7419271,8.8783579,7.7253299,1.8829997,5.2146978,.021610171,.0011652543,-3.8345912,-6.7548161
nebraska,31,NE,1995,1,0,0,0,.875,41.625,3.9114854,3.5449781,22593,35.65443,25,25.4,NE,254,233,21,9676,6131,15807,14.740305,1.3285253,1,0,1,0,0,1466635,87650,5105,,0,2.633333333333333,807041,5795,653799,1466635,18951,158.08835,9.2075415,1.3639172,1.265532,10.025395,3.5738735,3.2347491,-.13353139,3.7287009,.96825045,9.1774035,8.7211132,2.2200229,5.0631542,.014740305,.0013285252,-4.2171698,-6.6236858
nevada,32,NV,1995,1,0,0,0,3.9649999,56.341999,7.1727729,14.22339,25379,35.06229,27,24,NV,313,249,64,5431,8543,13974,17.818806,4.5799341,1,0,1,0,0,1047226,40483,4453,,0,5.566666666666666,598911,1744,446571,1047226,21672,134.49606,14.794136,1.9702923,2.6548877,10.141677,3.5571263,3.1780539,1.3775058,4.0314403,1.7167964,8.5998783,9.0528679,2.6942308,4.901535,.017818805,.0045799343,-4.0275011,-5.3860707
new hampshire,33,NH,1995,0,0,0,0,.58200002,25.409,.70449847,1.2603223,25228,35.351551,18.7,18.7,NH,118,107,11,6193,4450,10643,10.053556,1.0335432,1,0,1,1,0,1122028,12173,2913,,0,3.825,727410,1763,392855,1122028,49445,249.71164,59.756016,-.35026911,.23136751,10.13571,3.5653422,2.9285235,-.5412848,3.2351034,1.3415585,8.7311745,8.4006596,4.09027,5.5203066,.010053556,.0010335433,-4.5998287,-6.8747625
new jersey,34,NJ,1995,1,0,0,0,3.1239998,41.039001,14.476357,11.493717,29588,36.206993,13.5,10.5,NJ,774,590,184,11495,49517,61012,9.670229,3.0158002,0,0,1,0,0,5906316,11241,24405,,0,6.416666666666667,4433631,19614,1453071,5906316,88634,181.66896,394.41608,2.6725168,2.4418006,10.295124,3.5892522,2.3513753,1.1391141,3.7145228,1.8588988,9.3496675,10.810071,5.9774065,5.2021861,.0096702287,.0030158001,-4.6387033,-5.8038902
new mexico,35,NM,1995,0,1,0,1,2.1989999,56.088001,2.2898245,39.824947,19223,33.662601,19,18,NM,485,391,94,13190,7957,21147,18.48962,4.445075,1,0,1,1,0,1483727,55187,6102,,0,6.649999999999999,763180,3435,717112,1483727,31180,125.07047,13.828981,.82847518,3.6844935,9.863863,3.5163875,2.8903718,.78800267,4.0269217,1.8946168,9.4872141,8.9818077,2.6267664,4.8288774,.01848962,.0044450751,-3.9905457,-5.4159584
new york,36,NY,1995,0,1,0,1,4.3189998,37.182999,17.729273,13.777121,27576,35.660355,23.87,21.92,NY,1679,1206,473,30951,84140,115091,10.478664,4.1097913,1,0,1,0,0,10274036,71873,40320,,0,6.333333333333333,7645540,45776,2582720,10274036,169679,189.62152,106.37569,2.8752172,2.6230092,10.224701,3.5740395,3.0873995,1.4630238,3.6158516,1.8458267,10.34016,11.340238,4.6669769,5.2450299,.010478664,.0041097915,-4.558414,-5.4943829
north carolina,37,NC,1995,0,1,0,1,2.2079999,49.931,22.328575,2.1588705,21987,35.517735,21.6,21.6,NC,1448,1224,224,37712,38341,76053,16.09404,2.9453144,1,0,1,1,0,5682255,74660,22149,,0,4.358333333333333,3517585,35323,2129347,5682255,67207,158.81462,47.114719,3.1058671,.76958513,9.9982071,3.5700321,3.0726933,.79208708,3.9106421,1.4720898,10.537734,10.554276,3.8525856,5.0677376,.01609404,.0029453144,-4.1293063,-5.8275399
north dakota,38,ND,1995,1,0,0,0,.33700001,27.796,.5047605,.79958999,19404,35.879406,18,18,ND,74,71,3,4861,1684,6545,10.847976,.45836517,1,0,1,0,0,694675,85010,1820,,0,3.316666666666666,344363,2176,348136,694675,16894,189.21043,4.0508528,-.68367124,-.22365619,9.8732347,3.5801635,2.8903718,-1.0876724,3.324892,1.1989603,8.4889994,7.4289274,1.3989275,5.2428598,.010847975,.00045836516,-4.523777,-7.6878443
ohio,39,OH,1995,1,0,0,0,2.2750001,39.227001,11.425077,1.5244559,22771,35.782413,22,22,OH,1360,1222,138,38163,62625,100788,12.124459,1.3692106,1,0,1,0,0,9810270,81424,33139,,0,4.866666666666666,6673172,32815,3104283,9810270,218502,201.36914,81.955833,2.4358108,.42163756,10.033243,3.5774565,3.0910425,.82198012,3.6693654,1.5824093,10.549622,11.04492,4.4061804,5.3051395,.012124459,.0013692107,-4.4125304,-6.5935206
oklahoma,40,OK,1995,1,0,0,0,1.724,49.327,7.756072,3.5930932,19173,35.539257,14,17,OK,669,614,55,18385,20104,38489,15.95261,1.4289798,1,0,1,0,0,2856079,99561,12956,,0,4.458333333333333,1517255,14786,1324038,2856079,55480,117.10829,15.239451,2.048476,1.2790134,9.8612585,3.5706379,2.8332133,.54464716,3.8984716,1.4947751,9.8192902,9.9086742,2.7238874,4.7630992,.015952609,.0014289798,-4.138133,-6.5507946
oregon,41,OR,1995,0,1,0,1,1.837,60.415001,1.8321056,5.7374945,22663,36.092026,24,24,OR,574,488,86,15641,14393,30034,16.248253,2.8634214,1,0,1,1,0,2784972,73789,10155,,0,4.766666666666667,1529126,11542,1244304,2784972,61236,150.57863,20.722954,.60546595,1.7470226,10.028489,3.586072,3.1780539,.60813379,4.1012373,1.5616473,9.6576509,9.5744972,3.0312419,5.0144854,.016248252,.0028634213,-4.1197701,-5.8557382
pennsylvania,42,PA,1995,1,0,0,0,2.2079999,29.375999,9.9628773,2.4693887,23583,37.324581,22.35,22.35,PA,1480,1263,217,40378,54142,94520,13.362251,2.2958105,1,0,1,0,0,8480526,85376,33272,,0,5.875,5882488,33874,2564164,8480526,171335,176.79996,68.900955,2.2988658,.90397066,10.068281,3.619652,3.1068263,.79208708,3.380178,1.7707061,10.60604,10.899365,4.2326698,5.1750188,.013362251,.0022958105,-4.3153214,-6.0766692
rhode island,44,RI,1995,1,0,0,0,1.226,38.765999,5.1573153,6.4181781,23918,36.706188,29,29,RI,69,53,16,898,5998,6896,7.6856151,2.3201857,0,0,1,0,0,699210,1321,4572,,0,6.316666666666666,524520,1691,172999,699210,16979,114.72441,397.06284,1.6404161,1.8591343,10.082387,3.6029453,3.3672957,.20375679,3.6575437,1.8431916,6.8001699,8.6991816,5.9840946,4.7425327,.0076856152,.0023201858,-4.8684049,-6.0661082
south carolina,45,SC,1995,1,0,0,0,2.3110001,50.818001,30.373032,1.2717875,19765,34.877998,16,16,SC,881,766,115,24039,14685,38724,19.781013,2.9697344,1,0,1,0,0,2833331,53750,10543,,0,5.1,1812178,14988,1006165,2833331,34570,171.88448,33.714939,3.4135551,.24042341,9.8916683,3.5518563,2.7725887,.8376804,3.9282506,1.6292405,10.087433,9.5945816,3.517941,5.1468225,.019781014,.0029697344,-3.9230328,-5.8192825
south dakota,46,SD,1995,1,0,0,0,.68699998,28.531,.46671411,.7935766,20169,35.446972,18,18,SD,158,143,15,5886,1783,7669,18.6465,1.9559264,1,0,1,0,0,708613,81422,1938,,0,3.183333333333334,367490,2563,338560,708613,25184,189.62332,4.5133991,-.76203841,-.23120521,9.9119024,3.5680377,2.8903718,-.37542102,3.3509912,1.1579288,8.6803322,7.4860525,1.5070505,5.2450395,.018646499,.0019559264,-3.9820969,-6.2368913
tennessee,47,TN,1995,1,0,0,0,2.809,45.911999,16.431023,1.0955079,21469,35.678165,17,20,TN,1259,1142,117,25251,30963,56214,20.315224,2.081332,1,0,1,0,0,5400293,68403,17196,,0,5.158333333333333,3350167,17106,2033020,5400293,70058,194.82246,48.976902,2.7991712,.091218054,9.9743652,3.5745389,2.9957323,1.0328286,3.8267264,1.6406136,10.136621,10.340549,3.8913488,5.2720885,.020315224,.002081332,-3.8963847,-6.174747
texas,48,TX,1995,0,1,0,1,2.345,50.205002,12.091476,28.760111,21246,33.015915,20,20,TX,3183,2668,515,56268,124828,181096,14.732517,2.8437955,1,0,1,0,0,13681735,213985,82201,,0,6.116666666666666,7690781,71776,5919178,13681735,130117,93.560677,35.940746,2.4925008,3.3589895,9.9639235,3.4969897,2.9957323,.85228539,3.9161146,1.8110173,10.937881,11.734692,3.5818717,4.53861,.014732517,.0028437956,-4.2176981,-5.8626156
utah,49,UT,1995,1,0,0,0,1.137,57.619999,.83378971,6.386827,19019,30.301992,19,19,UT,325,272,53,6962,11819,18781,14.482722,2.822001,1,0,1,1,0,1446866,34817,6227,,0,3.433333333333334,805609,1206,640051,1446866,22171,129.37354,23.13838,-.18177406,1.8542376,9.8531933,3.4112134,2.9444389,.12839319,4.0538697,1.2335316,8.8482218,9.3774633,3.1414926,4.8627038,.014482723,.002822001,-4.2347989,-5.8703089
vermont,50,VT,1995,1,0,0,0,.41299999,33.153999,.49847031,.6967718,21885,35.546169,17,16,VT,106,101,5,4382,1824,6206,16.274572,.80567193,1,0,1,1,0,492259,12850,1334,,0,4.166666666666667,294612,1889,195758,492259,18113,220.84857,22.927004,-.69621128,-.36129731,9.993557,3.5708325,2.7725887,-.88430774,3.5011632,1.4271164,8.3852606,7.5087872,3.1323154,5.3974771,.016274573,.00080567191,-4.1181512,-7.1238341
virginia,51,VA,1995,1,0,0,0,1.665,36.277,19.77643,3.3323076,25035,34.951611,16,17.5,VA,900,791,109,30397,39414,69811,11.330592,1.5613586,1,0,1,1,0,5613133,50767,18375,,0,4.45,3679429,17235,1916469,5613133,58199,200.24103,72.476784,2.9844909,1.203665,10.12803,3.5539646,2.862201,.50982511,3.5911839,1.4929041,10.322099,10.581877,4.2832661,5.2995219,.011330592,.0015613586,-4.4802489,-6.4621987
washington,53,WA,1995,1,0,0,0,1.97,57.855,3.4811177,5.8014131,24475,34.88562,23,23,WA,653,566,87,16176,33074,49250,11.492386,1.7664975,1,0,1,0,0,4502778,62098,17612,,0,6.224999999999999,2636785,7682,1858311,4502778,95795,149.71526,42.461674,1.2473534,1.7581015,10.105408,3.5520747,3.1354942,.67803353,4.05794,1.8285735,9.6912842,10.406503,3.7486019,5.0087352,.011492386,.0017664975,-4.4660707,-6.3387566
west virginia,54,WV,1995,1,0,0,0,.68800002,22.48,3.2057903,.48604485,18037,37.561657,25.35,25.35,WV,376,344,32,12508,4913,17421,19.746283,1.8368635,1,0,1,0,0,1425209,31952,3158,,0,7.966666666666666,805421,3492,616296,1425209,18494,255.04149,25.207216,1.1649586,-.72145438,9.8001804,3.6259837,3.2327788,-.3739664,3.1126261,2.0752661,9.434124,8.4996405,3.2271304,5.5414262,.019746283,.0018368635,-3.9247899,-6.299696
wisconsin,55,WI,1995,1,0,0,0,1.327,36.046001,5.5703783,2.5599267,23015,35.658524,23.4,23.4,WI,745,666,79,27128,24268,51396,12.958207,1.5370846,1,0,1,0,0,3993328,95507,15982,,0,3.716666666666667,2488473,12916,1491939,3993328,168937,155.70473,26.055399,1.717463,.93997866,10.043901,3.5739882,3.1527359,.28292078,3.584796,1.3128272,10.208322,10.096914,3.2602251,5.0479612,.012958207,.0015370846,-4.3460259,-6.4778676
wyoming,56,WY,1995,1,0,0,0,.54400003,40.66,.8112787,5.732542,21818,34.362087,9,9,WY,170,161,9,5365,1679,7044,22.856331,1.2776831,1,0,1,0,0,601336,33149,2312,,0,4.783333333333333,264435,2468,334433,601336,16559,114.375,7.9771638,-.20914364,1.7461591,9.9904909,3.5369539,2.1972246,-.60880595,3.7052448,1.5651376,8.5876513,7.4259539,2.0765829,4.7394824,.02285633,.0012776832,-3.7785273,-6.6627069
alabama,1,AL,1996,1,0,0,0,2.098,42.547001,25.97706,.98810875,20630,35.724094,19,18,AL,1146,1054,92,25865,25568,51433,20.49268,1.7887349,0,1,1,1,0,3323683,73224,20116,,0,5.208333333333333,1761297,8514,1553872,3323683,36706,87.557022,24.053549,3.2572138,-.011962513,9.9345016,3.5758255,2.8903718,.74098456,3.7506094,1.6502599,10.160646,10.149096,3.1802826,4.47229,.02049268,.0017887349,-3.8876874,-6.3262467
alaska,2,AK,1996,1,0,0,0,1.9,47.227001,4.0197577,3.4617276,26953,30.939785,8,8,AK,81,68,13,2053,2062,4115,16.524908,3.1591737,0,0,1,0,0,531017,11460,1795,,0,7.425,228477,2034,300506,531017,13122,127.28524,19.936911,1.3912216,1.2417678,10.20185,3.4320428,2.0794415,.64185387,3.8549657,2.0048528,7.6270576,7.6314316,2.9925728,4.8464308,.016524907,.0031591738,-4.1028867,-5.7574449
arizona,4,AZ,1996,1,0,0,0,2.075,64.355003,3.4416842,22.412371,21737,35.158001,18,18,AZ,994,799,195,14921,27202,42123,18.96826,4.6293001,0,1,1,0,0,2982523,38662,16233,,0,5.491666666666667,1765844,4403,1212276,2982523,71873,108.78113,45.673893,1.235961,3.1096132,9.9867716,3.5598521,2.8903718,.72996116,4.1644149,1.7032318,9.6105251,10.211046,3.8215268,4.6893377,.01896826,.0046293,-3.9649882,-5.3753495
arkansas,5,AR,1996,1,0,0,0,1.645,41.749001,15.996601,1.8926492,19458,36.152344,18.6,18.6,AR,615,581,34,18551,9258,27809,20.892517,1.2226257,0,1,1,0,0,1633343,70048,7698,,0,5.166666666666668,862334,5736,765273,1633343,16490,112.02052,12.310616,2.7723763,.63797754,9.8760138,3.5877419,2.9231615,.49774036,3.7316756,1.6422278,9.8282785,9.1332436,2.510462,4.7186823,.020892518,.0012226257,-3.8683641,-6.7067547
california,6,CA,1996,1,0,1,1,3.3679998,43.451,7.6045775,30.035458,25912,33.396015,18,18,CA,3989,3068,921,52976,225067,278043,11.034265,3.3124373,0,1,1,1,0,25213707,87397,83109,,1,7.349999999999999,15398720,43726,9771261,25213707,526048,185.28342,176.19278,2.0287504,3.4023786,10.162461,3.5084367,2.8903718,1.214319,3.7716339,1.9947003,10.877594,12.324153,5.1715789,5.2218866,.011034264,.0033124373,-4.5067501,-5.7100711
colorado,8,CO,1996,1,0,0,0,1.4910001,47.139999,4.2518673,14.97549,26336,34.305122,20.5,22,CO,617,534,83,14822,21319,36141,14.775463,2.2965608,0,1,1,0,0,3433287,71139,13658,,0,4.166666666666667,1900913,5686,1526688,3433287,94217,139.17946,26.721109,1.4473583,2.7064149,10.178692,3.5352948,3.0910425,.39944708,3.853122,1.4271164,9.6038675,9.9673538,3.2854538,4.9357643,.014775463,.0022965607,-4.2147875,-6.0763426
connecticut,9,CT,1996,0,1,0,1,1.975,38.155998,9.5660219,8.1482067,33191,36.764221,18,38,CT,310,255,55,6899,21236,28135,9.0634441,1.9548604,0,0,1,0,0,2608831,8920,11680,,0,5.200000000000001,1941328,9069,658434,2608831,48328,166.20959,217.63766,2.2582173,2.0977979,10.410034,3.6045251,3.6375861,.6805684,3.6416829,1.6486586,8.8391314,9.9634533,5.3828316,5.1132498,.0090634441,.0019548605,-4.703506,-6.2374363
delaware,10,DE,1996,1,0,0,0,2.4679999,42.265999,18.82906,3.5546315,26227,35.7537,22,23,DE,116,93,23,2921,4745,7666,12.13149,3.0002608,1,0,1,0,0,593007,3733,1982,,0,4.95,398155,2092,192760,593007,9985,200.88547,106.65818,2.9354014,1.2682514,10.174544,3.5766537,3.1354942,.90340805,3.743983,1.5993875,7.9796815,8.4648466,4.6696291,5.3027349,.01213149,.0030002608,-4.4119506,-5.8090563
district of columbia,11,DC,1996,1,0,0,0,13.077,94.268997,64.09272,7.2801666,33872,35.802189,20,20,DC,62,40,22,0,3889,3889,10.28542,5.656981,0,0,1,0,0,237415,0,1413,,0,8.424999999999999,199722,2672,35021,237415,1600,141.34607,0,4.1603308,1.9851538,10.430344,3.5780091,2.9957323,2.5708549,4.5461526,2.1312034,0,8.2659073,0,4.9512115,.01028542,.0056569809,-4.5770278,-5.1748648
florida,12,FL,1996,1,0,0,0,3.4879999,64.462997,14.852767,14.708045,24500,38.688606,24.2,12.5,FL,2753,2102,651,33500,96504,130004,16.168734,5.0075383,0,1,1,1,0,10888596,66083,48339,,0,5.283333333333333,7285563,41161,3561872,10888596,203334,150.71811,110.24867,2.6981862,2.6883945,10.106428,3.6555452,2.5257287,1.2493285,4.1660914,1.6645572,10.419301,11.47734,4.7027383,5.0154114,.016168734,.0050075385,-4.1246758,-5.2968106
georgia,13,GA,1996,1,0,1,1,2.461,56.709999,28.433334,3.2850916,23475,33.796959,7.5,7.5,GA,1573,1397,176,36887,52245,89132,15.673384,1.9745995,0,1,1,0,0,6282672,85091,26655,,1,4.608333333333333,3840559,16086,2426027,6282672,73492,144.084,45.134727,3.3475623,1.1893946,10.063691,3.5203707,2.0149031,.90056777,4.0379505,1.5278662,10.515615,10.8637,3.8096519,4.9703965,.015673384,.0019745994,-4.1557913,-6.2273898
hawaii,15,HI,1996,0,1,0,1,1.665,63.040001,2.7514734,7.3425241,25665,35.195808,16,16,HI,148,114,34,2158,5872,8030,14.196762,4.2341223,0,0,1,1,0,785917,2291,1851,,0,5.916666666666667,505424,4164,276329,785917,25114,273.05457,220.61284,1.0121366,1.9936826,10.152884,3.5609269,2.7725887,.50982511,4.1437693,1.7777733,7.6769371,8.6779509,5.3964095,5.6096716,.014196762,.0042341221,-4.2547412,-5.4645791
idaho,16,ID,1996,1,0,0,0,.50200003,37.452999,.44602075,6.6941352,21058,33.888172,25,25,ID,258,242,16,8676,4285,12961,18.671398,1.2344726,0,1,1,0,0,1061125,55901,3773,,0,5.425,484745,3523,572857,1061125,34034,128.47734,8.6714907,-.8073898,1.9012318,9.9550362,3.523066,3.2188759,-.6891551,3.6230867,1.6910179,9.0683155,8.3628759,2.1600406,4.8557525,.018671399,.0012344726,-3.9807625,-6.6971116
illinois,17,IL,1996,1,0,0,0,3.2779999,44.296001,15.442186,10.324709,27066,35.020908,21.5,19,IL,1477,1244,233,28215,68170,96385,12.906572,2.4173887,1,0,1,0,0,8816876,101888,35689,,0,5.283333333333332,6293249,16244,2507383,8816876,171091,176.33582,61.766342,2.7371032,2.3345399,10.206034,3.5559452,2.9444389,1.1872334,3.7908945,1.6645572,10.247609,11.12976,4.1233587,5.17239,.012906573,.0024173886,-4.3500185,-6.0250673
indiana,18,IN,1996,1,0,0,0,1.6539999,39.612,8.3865547,2.4934249,23089,35.425755,16,15,IN,984,901,83,34140,32080,66220,13.606161,1.2533978,1,0,1,0,0,5215572,73326,19644,,0,3.966666666666665,3166841,24845,2023886,5215572,96518,161.21162,43.188515,2.1266298,.91365725,10.047112,3.5674391,2.7080503,.50319654,3.679132,1.3779261,10.438225,10.375988,3.7655747,5.0827179,.013606161,.0012533978,-4.2972326,-6.6818972
iowa,19,IA,1996,0,1,0,1,.667,33.764,2.066632,1.8322222,23209,36.84111,22.5,20,IA,465,431,34,17101,9779,26880,16.034225,1.2648809,1,0,1,0,0,2869445,103359,9349,,0,3.583333333333334,1653777,9486,1206182,2869445,131851,176.89346,16.000319,.72592026,.60552955,10.052296,3.6066144,2.9957323,-.40496525,3.5193951,1.2762935,9.746892,9.1879921,2.7726085,5.1755476,.016034225,.0012648809,-4.1330299,-6.6727772
kansas,20,KS,1996,1,0,0,0,1.455,42.68,6.0054598,5.3112311,23688,35.613174,20,18,KS,490,466,24,14039,11903,25942,17.963148,.92514068,0,1,1,1,0,2109814,123629,9757,,0,4.249999999999999,1158107,3798,947909,2109814,48835,118.69498,9.3675995,1.7926691,1.6698236,10.072724,3.5727155,2.8903718,.37500593,3.7537305,1.446919,9.5495949,9.3845453,2.2372568,4.776557,.017963149,.00092514069,-4.019433,-6.9855647
kentucky,21,KY,1996,1,0,0,0,1.3139999,28.458,7.3446217,.86038274,20314,35.688652,13.4,16.4,KY,842,781,61,23674,18912,42586,18.339361,1.4323956,1,0,1,0,0,2695985,62875,10283,,0,5.383333333333334,1606199,12166,1077620,2695985,36603,156.19946,25.545908,1.9939682,-.15037794,9.9190655,3.5748327,2.7972813,.27307585,3.3484294,1.6833078,10.072133,9.8475523,3.2404771,5.0511336,.018339362,.0014323955,-3.9987056,-6.5484071
louisiana,22,LA,1996,1,0,1,1,3.3559999,59.097,32.31559,2.2645552,20409,34.071102,20,20,LA,902,745,157,20710,17385,38095,19.556372,4.1212759,1,0,1,0,0,3318205,46702,13965,,1,6.458333333333333,1903241,20521,1394443,3318205,37072,136.2865,40.75288,3.4755497,.81737834,9.9237309,3.5284495,2.9957323,1.2107497,4.0791802,1.8653712,9.9383717,9.7633629,3.7075264,4.9147592,.019556371,.0041212761,-3.9344542,-5.4915924
maine,23,ME,1996,1,0,0,0,.46400002,32.692001,.48044127,.63383663,22139,36.992661,20,19,ME,169,151,18,9440,3379,12819,11.77939,1.4041657,1,0,1,1,0,958659,19962,2615,,0,5.325,578024,2762,377873,958659,26768,221.04169,28.956217,-.73305029,-.45596406,10.005096,3.6107194,2.9444389,-.76787066,3.4871304,1.6724128,9.1527109,8.1253347,3.3657849,5.3983512,.01177939,.0014041658,-4.4414039,-6.5683117
maryland,24,MD,1996,1,0,1,0,4.4239998,51.306999,27.506689,3.4855731,28119,35.156128,24.25,23.5,MD,608,474,134,13798,32235,46033,10.296961,2.9109552,1,0,1,0,0,3634579,15781,13899,,0,4.933333333333333,2570020,11362,1053197,3634579,37936,184.90683,162.85533,3.3144293,1.2486324,10.244201,3.559799,3.1570003,1.4870442,3.9378271,1.5960149,9.532279,10.380808,5.0928621,5.219852,.010296961,.0029109551,-4.5759063,-5.8392739
massachusetts,25,MA,1996,1,0,0,0,1.5930001,31.948999,6.1568127,5.8897634,29545,36.380066,21,21,MA,417,335,81,8295,41661,49956,6.7059011,1.6214268,1,0,1,0,0,4702389,12050,22675,,0,4.616666666666666,3543725,11320,1147344,4702389,90844,156.28336,294.08505,1.8175592,1.7732158,10.29367,3.5940211,3.0445225,.46561906,3.4641409,1.529673,9.0234079,10.637321,5.6838689,5.0516706,.0067059011,.0016214268,-5.0047674,-6.424449
michigan,26,MI,1996,1,0,0,0,2.4070001,44.821999,14.516247,2.6897588,24821,35.188988,15,15,MI,1505,1274,231,34402,55813,90215,14.12182,2.5605497,1,0,1,0,0,8010396,89478,28142,,0,4.891666666666667,5090734,24604,2895058,8010396,149971,180.89453,56.893696,2.6752684,.98945153,10.119446,3.5607331,2.7080503,.87838119,3.8026991,1.5875331,10.44587,10.929762,4.0411844,5.1979141,.01412182,.0025605496,-4.2600341,-5.9675331
minnesota,27,MN,1996,1,0,0,0,1.6919999,41.243,3.12146,1.95161,25932,35.188065,20,20,MN,576,523,53,21150,23315,44465,11.76206,1.1919488,1,0,1,0,0,3860894,115232,15381,,0,3.783333333333333,2273431,14618,1572845,3860894,116189,147.80775,19.729164,1.1383008,.66865468,10.163233,3.5607069,2.9957323,.52591121,3.7194815,1.3306055,9.9593954,10.056852,2.9820979,4.9959126,.01176206,.0011919488,-4.4428763,-6.7321658
mississippi,28,MS,1996,1,0,0,0,1.8139999,40.346001,36.545925,.80295914,18386,34.413189,18.4,18.4,MS,811,758,53,20657,9905,30562,24.802042,1.7341797,0,1,1,0,0,2181727,65281,7921,,0,5.991666666666667,1267644,9748,904335,2181727,30162,160.03586,19.418268,3.5985696,-.21945144,9.8193445,3.53844,2.9123507,.59553427,3.6974924,1.7903696,9.9358091,9.2007952,2.9662142,5.075398,.024802042,.0017341797,-3.6968293,-6.3572206
